timestamp,location,vehicle_count,heavy_vehicle_count,light_vehicle_count,avg_speed,avg_speed_heavy,avg_speed_light,speed_variance,traffic_density,congestion_index,congestion_level,travel_time_minutes,weather,rainfall_mm,event,day_of_week,is_weekend,hour_of_day
25-09-2025 20:00,HSR Layout,158,35,123,40.04998228,54.61862511,48.22485528,4,0.79,7.9,High,7.5,Clear,0,0,3,0,20
25-09-2025 21:00,HSR Layout,200,20,180,33.33556726,49.54938907,44.23010316,2.1,1,10,High,9,Clear,0,0,3,0,21
25-09-2025 22:00,HSR Layout,194,36,158,40.53251393,40.01682305,47.00637441,2.5,0.97,9.7,High,7.4,Clear,0,0,3,0,22
25-09-2025 23:00,HSR Layout,181,25,156,50.59231031,41.80227802,46.13882567,8.3,0.91,9.1,High,5.9,Clear,0,0,3,0,23
26-09-2025 00:00,HSR Layout,180,30,150,45.73191927,46.28567246,48.39460356,7.7,0.9,10,High,6.6,Clear,0,1,4,0,0
26-09-2025 01:00,HSR Layout,208,31,177,33.01469156,46.62389936,51.1657409,5.8,1.04,10,High,9.1,Clear,0,0,4,0,1
26-09-2025 02:00,HSR Layout,195,27,168,43.14920147,46.20317418,48.07798088,3.1,0.97,9.7,High,7,Rainy,10.1,0,4,0,2
26-09-2025 03:00,HSR Layout,208,61,147,38.48810711,42.54710429,52.96097701,6.1,1.04,10,High,7.8,Clear,0,0,4,0,3
26-09-2025 04:00,HSR Layout,201,25,176,44.00130209,51.65472336,51.49510646,2.1,1,10,High,6.8,Rainy,16.4,0,4,0,4
26-09-2025 05:00,HSR Layout,171,48,123,42.56627901,47.149534,49.81739415,4,0.85,8.5,High,7,Clear,0,0,4,0,5
26-09-2025 06:00,HSR Layout,208,49,159,41.23796454,45.71549722,49.42165467,6.1,1.04,10,High,7.3,Clear,0,0,4,0,6
26-09-2025 07:00,HSR Layout,257,67,190,30.83198446,35.53231826,45.05797135,3.7,1.28,10,High,9.7,Clear,0,1,4,0,7
26-09-2025 08:00,HSR Layout,249,35,214,35.10216392,47.03588157,48.3827437,6.6,1.25,10,High,8.5,Rainy,16,0,4,0,8
26-09-2025 09:00,HSR Layout,254,43,211,41.92261983,46.70676921,49.69426918,6.8,1.27,10,High,7.2,Cloudy,0,0,4,0,9
26-09-2025 10:00,HSR Layout,261,31,230,36.66461617,47.82278122,35.96147497,2.1,1.3,10,High,8.2,Clear,0,0,4,0,10
26-09-2025 11:00,HSR Layout,194,33,161,35.23526942,45.54004381,48.51778751,2.5,0.97,9.7,High,8.5,Clear,0,0,4,0,11
26-09-2025 12:00,HSR Layout,215,48,167,37.38711354,49.16454514,50.91620636,8.3,1.07,10,High,8,Clear,0,0,4,0,12
26-09-2025 13:00,HSR Layout,157,45,112,50.11915277,34.3670578,54.12663571,5.3,0.79,7.9,High,6,Cloudy,0,0,4,0,13
26-09-2025 14:00,HSR Layout,217,45,172,43.62928857,48.78826296,50.86079207,6.8,1.08,10,High,6.9,Clear,0,0,4,0,14
26-09-2025 15:00,HSR Layout,183,42,141,41.52451077,43.88134112,50.35035859,3.2,0.92,9.2,High,7.2,Rainy,17.9,0,4,0,15
26-09-2025 16:00,HSR Layout,163,22,141,41.53812089,56.0674003,51.96645017,4.5,0.81,8.1,High,7.2,Clear,0,0,4,0,16
26-09-2025 17:00,HSR Layout,252,63,189,28.93407935,43.06331098,47.39129112,4.9,1.26,10,High,10.4,Clear,0,0,4,0,17
26-09-2025 18:00,HSR Layout,256,26,230,29.73150583,50.72477425,38.57104964,6.2,1.28,10,High,10.1,Clear,0,0,4,0,18
26-09-2025 19:00,HSR Layout,264,36,228,24.83360358,50.91874288,37.77671808,6,1.32,10,High,12.1,Cloudy,0,0,4,0,19
26-09-2025 20:00,HSR Layout,183,30,153,38.41726673,41.02995456,55.73099148,7.9,0.92,9.2,High,7.8,Clear,0,0,4,0,20
26-09-2025 21:00,HSR Layout,211,46,165,33.64511572,39.02093079,50.61766376,7.8,1.05,10,High,8.9,Clear,0,0,4,0,21
26-09-2025 22:00,HSR Layout,157,38,119,43.36793021,50.04409832,55.8837613,4.7,0.79,7.9,High,6.9,Rainy,16.8,0,4,0,22
26-09-2025 23:00,HSR Layout,196,48,148,37.24075402,42.53660738,57.96425762,5,0.98,9.8,High,8.1,Rainy,6.8,0,4,0,23
27-09-2025 00:00,HSR Layout,201,45,156,43.00179778,40.82794294,52.12521012,4.3,1,10,High,7,Cloudy,0,0,5,1,0
27-09-2025 01:00,HSR Layout,180,24,156,36.6031398,52.36809472,52.34839424,8.4,0.9,9,High,8.2,Clear,0,0,5,1,1
27-09-2025 02:00,HSR Layout,189,19,170,38.93476142,53.02568406,43.90339567,6.1,0.94,9.4,High,7.7,Clear,0,0,5,1,2
27-09-2025 03:00,HSR Layout,194,54,140,40.2576043,42.35537192,50.98515784,5.8,0.97,9.7,High,7.5,Clear,0,0,5,1,3
27-09-2025 04:00,HSR Layout,213,29,184,42.75097152,43.12885096,46.43130459,8.5,1.06,10,High,7,Cloudy,0,0,5,1,4
27-09-2025 05:00,HSR Layout,217,42,175,37.66193771,46.78603783,43.00073275,4.4,1.08,10,High,8,Clear,0,0,5,1,5
27-09-2025 06:00,HSR Layout,153,18,135,44.1794567,47.68737364,49.82310655,8.3,0.77,7.7,High,6.8,Clear,0,0,5,1,6
27-09-2025 07:00,HSR Layout,236,60,176,41.11266037,46.25566137,45.49869849,5.6,1.18,10,High,7.3,Cloudy,0,0,5,1,7
27-09-2025 08:00,HSR Layout,228,29,199,31.71345758,47.65721093,37.17358933,4.7,1.14,10,High,9.5,Cloudy,0,0,5,1,8
27-09-2025 09:00,HSR Layout,249,66,183,43.31726073,31.08189863,60.02296016,8,1.25,10,High,6.9,Clear,0,0,5,1,9
27-09-2025 10:00,HSR Layout,220,36,184,46.66452987,52.07342013,45.43497805,5.7,1.1,10,High,6.4,Cloudy,0,1,5,1,10
27-09-2025 11:00,HSR Layout,212,60,152,35.92627238,43.52953879,52.77099539,4.5,1.06,10,High,8.4,Clear,0,0,5,1,11
27-09-2025 12:00,HSR Layout,195,36,159,35.50287794,37.90847043,41.39810088,6.8,0.97,9.7,High,8.5,Clear,0,0,5,1,12
27-09-2025 13:00,HSR Layout,175,33,142,55.92418196,46.96595297,52.15308444,2.7,0.88,8.8,High,5.4,Rainy,8.3,0,5,1,13
27-09-2025 14:00,HSR Layout,178,22,156,40.64878927,50.4841492,50.09890087,9.8,0.89,8.9,High,7.4,Clear,0,0,5,1,14
27-09-2025 15:00,HSR Layout,160,19,141,39.04115832,52.17040763,49.44186752,3.3,0.8,8,High,7.7,Clear,0,0,5,1,15
27-09-2025 16:00,HSR Layout,196,49,147,45.34445889,48.50031302,44.24987223,3.4,0.98,9.8,High,6.6,Rainy,18.3,0,5,1,16
27-09-2025 17:00,HSR Layout,243,46,197,37.45192037,54.23417468,47.25313001,2.8,1.22,10,High,8,Rainy,0.4,0,5,1,17
27-09-2025 18:00,HSR Layout,240,47,193,36.16349264,48.84274036,52.04565767,7,1.2,10,High,8.3,Clear,0,0,5,1,18
27-09-2025 19:00,HSR Layout,265,60,205,30.71648932,43.42804289,41.15125859,9.4,1.32,10,High,9.8,Clear,0,0,5,1,19
27-09-2025 20:00,HSR Layout,164,27,137,42.63462169,40.84691335,48.05162485,9.4,0.82,8.2,High,7,Clear,0,0,5,1,20
27-09-2025 21:00,HSR Layout,197,53,144,34.73267196,50.2379513,50.02031707,5.8,0.98,9.8,High,8.6,Clear,0,0,5,1,21
27-09-2025 22:00,HSR Layout,176,20,156,43.25550758,49.62482046,52.20746221,5.8,0.88,8.8,High,6.9,Cloudy,0,0,5,1,22
27-09-2025 23:00,HSR Layout,201,40,161,42.607504,42.58376759,42.33218245,2.1,1,10,High,7,Cloudy,0,0,5,1,23
28-09-2025 00:00,HSR Layout,175,47,128,40.8208579,44.24496836,59.8107945,6,0.88,8.8,High,7.3,Clear,0,0,6,1,0
28-09-2025 01:00,HSR Layout,170,38,132,42.24050347,44.29722905,55.39027942,8.2,0.85,8.5,High,7.1,Clear,0,0,6,1,1
28-09-2025 02:00,HSR Layout,173,47,126,35.57717954,49.66604979,50.33697987,8.9,0.86,10,High,8.4,Rainy,10.9,1,6,1,2
28-09-2025 03:00,HSR Layout,187,46,141,39.42731975,48.53216539,53.44812277,8.4,0.94,9.4,High,7.6,Clear,0,0,6,1,3
28-09-2025 04:00,HSR Layout,201,41,160,39.62909001,50.53781296,48.09649661,6.1,1,10,High,7.6,Clear,0,0,6,1,4
28-09-2025 05:00,HSR Layout,187,38,149,35.30626573,46.74235641,47.52766476,9.1,0.94,9.4,High,8.5,Cloudy,0,0,6,1,5
28-09-2025 06:00,HSR Layout,200,36,164,39.74912437,42.54825614,46.72151334,6.7,1,10,High,7.5,Rainy,12.4,0,6,1,6
28-09-2025 07:00,HSR Layout,224,42,182,41.86462104,56.13320966,44.30891907,8.9,1.12,10,High,7.2,Clear,0,1,6,1,7
28-09-2025 08:00,HSR Layout,255,65,190,32.34858916,47.88521701,44.85609179,7.6,1.27,10,High,9.3,Clear,0,0,6,1,8
28-09-2025 09:00,HSR Layout,243,72,171,30.84741405,40.53307138,49.31642842,8,1.22,10,High,9.7,Clear,0,0,6,1,9
28-09-2025 10:00,HSR Layout,252,34,218,43.53768021,54.04575671,44.31174822,2.4,1.26,10,High,6.9,Rainy,13.4,0,6,1,10
28-09-2025 11:00,HSR Layout,183,41,142,43.89198128,50.60949625,47.29161981,4.6,0.92,10,High,6.8,Clear,0,1,6,1,11
28-09-2025 12:00,HSR Layout,213,34,179,28.03575971,47.57211203,55.57964726,9.6,1.06,10,High,10.7,Cloudy,0,0,6,1,12
28-09-2025 13:00,HSR Layout,166,17,149,43.60661954,46.22634762,47.24770291,5.1,0.83,8.3,High,6.9,Cloudy,0,0,6,1,13
28-09-2025 14:00,HSR Layout,215,58,157,38.12927552,44.84062155,58.05750005,8,1.07,10,High,7.9,Rainy,4.3,0,6,1,14
28-09-2025 15:00,HSR Layout,197,47,150,45.58578525,52.22396217,51.72940582,5.9,0.98,9.8,High,6.6,Clear,0,0,6,1,15
28-09-2025 16:00,HSR Layout,211,61,150,45.93343695,34.87503457,51.41133403,9,1.05,10,High,6.5,Clear,0,1,6,1,16
28-09-2025 17:00,HSR Layout,221,50,171,42.10546762,40.27841909,45.2818109,3.1,1.1,10,High,7.1,Clear,0,0,6,1,17
28-09-2025 18:00,HSR Layout,258,74,184,48.00002078,38.48546891,50.24152542,7.8,1.29,10,High,6.2,Clear,0,0,6,1,18
28-09-2025 19:00,HSR Layout,226,38,188,32.90196578,45.63982961,42.9840445,2.3,1.13,10,High,9.1,Clear,0,0,6,1,19
28-09-2025 20:00,HSR Layout,159,25,134,50.14995903,46.63186376,49.66579636,7.3,0.8,8,High,6,Rainy,7.7,0,6,1,20
28-09-2025 21:00,HSR Layout,166,41,125,49.21211443,43.45582799,55.14691804,5.3,0.83,8.3,High,6.1,Clear,0,0,6,1,21
28-09-2025 22:00,HSR Layout,199,30,169,48.95319567,53.24877148,46.99110218,3.1,0.99,9.9,High,6.1,Clear,0,0,6,1,22
28-09-2025 23:00,HSR Layout,202,29,173,37.5326642,57.09894394,46.76536816,3.4,1.01,10,High,8,Clear,0,0,6,1,23
29-09-2025 00:00,HSR Layout,169,37,132,39.03406394,50.30413045,54.34007173,9.2,0.84,8.4,High,7.7,Clear,0,0,0,0,0
29-09-2025 01:00,HSR Layout,216,39,177,33.33574813,47.50925954,49.67700516,4.6,1.08,10,High,9,Clear,0,0,0,0,1
29-09-2025 02:00,HSR Layout,206,29,177,42.39529854,53.91457198,46.2573009,3.7,1.03,10,High,7.1,Cloudy,0,0,0,0,2
29-09-2025 03:00,HSR Layout,166,46,120,46.5526191,53.85510399,54.80190427,2.3,0.83,8.3,High,6.4,Rainy,6.6,0,0,0,3
29-09-2025 04:00,HSR Layout,211,42,169,32.99859086,49.09763979,51.09726666,3,1.05,10,High,9.1,Cloudy,0,0,0,0,4
29-09-2025 05:00,HSR Layout,186,51,135,32.3640624,39.79516032,54.64921755,5.4,0.93,9.3,High,9.3,Clear,0,0,0,0,5
29-09-2025 06:00,HSR Layout,202,32,170,37.64364074,34.90431183,54.35547837,5.7,1.01,10,High,8,Clear,0,0,0,0,6
29-09-2025 07:00,HSR Layout,246,64,182,45.10776061,38.06777293,46.10332961,3.7,1.23,10,High,6.7,Clear,0,0,0,0,7
29-09-2025 08:00,HSR Layout,243,49,194,37.06714541,39.79992021,48.68335857,4.9,1.22,10,High,8.1,Clear,0,0,0,0,8
29-09-2025 09:00,HSR Layout,266,56,210,35.92682855,45.88700033,45.60881697,2.9,1.33,10,High,8.4,Clear,0,0,0,0,9
29-09-2025 10:00,HSR Layout,238,68,170,31.84561193,44.85354347,58.31921482,9.7,1.19,10,High,9.4,Clear,0,0,0,0,10
29-09-2025 11:00,HSR Layout,162,33,129,42.49156784,39.68205207,50.01687444,6.5,0.81,8.1,High,7.1,Cloudy,0,0,0,0,11
29-09-2025 12:00,HSR Layout,173,32,141,43.96185804,39.49977731,49.73297959,9.8,0.86,8.6,High,6.8,Clear,0,0,0,0,12
29-09-2025 13:00,HSR Layout,197,29,168,37.95578202,43.10275287,50.22432865,3.8,0.98,9.8,High,7.9,Clear,0,0,0,0,13
29-09-2025 14:00,HSR Layout,162,38,124,43.59284766,48.4407851,51.70906385,9.8,0.81,10,High,6.9,Cloudy,0,1,0,0,14
29-09-2025 15:00,HSR Layout,163,25,138,52.70236604,52.6634646,51.35918638,4.8,0.81,8.1,High,5.7,Cloudy,0,0,0,0,15
29-09-2025 16:00,HSR Layout,197,30,167,40.62066585,47.07601817,43.57371348,9.7,0.98,9.8,High,7.4,Clear,0,0,0,0,16
29-09-2025 17:00,HSR Layout,265,47,218,35.33706545,43.59924334,38.85593674,3.2,1.32,10,High,8.5,Clear,0,1,0,0,17
29-09-2025 18:00,HSR Layout,230,55,175,25.84928228,42.37114564,49.61733604,3.5,1.15,10,High,11.6,Cloudy,0,0,0,0,18
29-09-2025 19:00,HSR Layout,257,25,232,40.08743199,41.02467158,35.38016061,5.3,1.28,10,High,7.5,Rainy,19.4,0,0,0,19
29-09-2025 20:00,HSR Layout,164,44,120,38.00913488,48.91761973,57.01905664,6.6,0.82,8.2,High,7.9,Clear,0,0,0,0,20
29-09-2025 21:00,HSR Layout,208,22,186,43.42196044,39.70768345,57.76970645,3.6,1.04,10,High,6.9,Cloudy,0,0,0,0,21
29-09-2025 22:00,HSR Layout,197,55,142,31.78502734,41.65264332,44.18650963,2.8,0.98,9.8,High,9.4,Clear,0,0,0,0,22
29-09-2025 23:00,HSR Layout,179,35,144,41.96532937,49.17920824,43.45352089,5.6,0.9,9,High,7.1,Clear,0,0,0,0,23
30-09-2025 00:00,HSR Layout,212,60,152,30.3374212,38.63415595,55.44145463,6.9,1.06,10,High,9.9,Clear,0,0,1,0,0
30-09-2025 01:00,HSR Layout,190,51,139,41.22330288,47.52029841,47.43745577,7.6,0.95,9.5,High,7.3,Clear,0,0,1,0,1
30-09-2025 02:00,HSR Layout,176,32,144,38.65424249,46.34763229,49.96054482,3.3,0.88,8.8,High,7.8,Clear,0,0,1,0,2
30-09-2025 03:00,HSR Layout,187,55,132,43.00552111,40.4222258,46.91497918,3.7,0.94,9.4,High,7,Clear,0,0,1,0,3
30-09-2025 04:00,HSR Layout,156,38,118,37.23507811,37.69938792,56.97900262,4.9,0.78,9.8,High,8.1,Clear,0,1,1,0,4
30-09-2025 05:00,HSR Layout,212,34,178,27.88931769,40.64389762,40.75908229,2.9,1.06,10,High,10.8,Cloudy,0,0,1,0,5
30-09-2025 06:00,HSR Layout,164,46,118,54.45355647,39.59869185,66.82526209,2.9,0.82,8.2,High,5.5,Clear,0,0,1,0,6
30-09-2025 07:00,HSR Layout,226,25,201,30.81214441,49.18017652,43.10843009,9.9,1.13,10,High,9.7,Cloudy,0,0,1,0,7
30-09-2025 08:00,HSR Layout,239,26,213,34.87951737,44.08960738,35.90283014,4.9,1.2,10,High,8.6,Clear,0,0,1,0,8
30-09-2025 09:00,HSR Layout,229,61,168,36.40236966,36.47161946,59.62628541,7.7,1.15,10,High,8.2,Clear,0,0,1,0,9
30-09-2025 10:00,HSR Layout,221,26,195,40.86972344,48.96687279,43.91892112,2.1,1.1,10,High,7.3,Cloudy,0,0,1,0,10
30-09-2025 11:00,HSR Layout,191,38,153,51.33009542,49.46927017,49.51190726,5.5,0.95,9.5,High,5.8,Clear,0,0,1,0,11
30-09-2025 12:00,HSR Layout,217,34,183,40.60218939,48.96251178,46.68666123,8.8,1.08,10,High,7.4,Clear,0,0,1,0,12
30-09-2025 13:00,HSR Layout,196,48,148,36.41441651,52.07428475,50.51336672,9.7,0.98,9.8,High,8.2,Rainy,5.1,0,1,0,13
30-09-2025 14:00,HSR Layout,190,53,137,33.32376322,40.18839904,55.78842186,3.3,0.95,9.5,High,9,Clear,0,0,1,0,14
30-09-2025 15:00,HSR Layout,180,21,159,35.26126,48.17110453,51.82734807,8.1,0.9,9,High,8.5,Rainy,12.2,0,1,0,15
30-09-2025 16:00,HSR Layout,208,35,173,36.72281053,50.63756505,48.99849166,3,1.04,10,High,8.2,Cloudy,0,0,1,0,16
30-09-2025 17:00,HSR Layout,229,24,205,38.4548145,46.51136409,38.81435799,3.8,1.15,10,High,7.8,Cloudy,0,0,1,0,17
30-09-2025 18:00,HSR Layout,227,36,191,33.3748629,40.44143762,47.31100185,5.7,1.14,10,High,9,Clear,0,0,1,0,18
30-09-2025 19:00,HSR Layout,220,47,173,38.85005622,46.65528092,41.03095285,7.5,1.1,10,High,7.7,Clear,0,0,1,0,19
30-09-2025 20:00,HSR Layout,167,25,142,48.42921887,41.13236806,50.2332309,6.1,0.83,10,High,6.2,Cloudy,0,1,1,0,20
30-09-2025 21:00,HSR Layout,195,41,154,39.83630565,35.87555962,52.98239235,8.8,0.97,9.7,High,7.5,Cloudy,0,0,1,0,21
30-09-2025 22:00,HSR Layout,186,18,168,35.65814316,40.12581252,41.1497498,2.5,0.93,9.3,High,8.4,Clear,0,0,1,0,22
30-09-2025 23:00,HSR Layout,213,35,178,33.53978228,46.5517394,43.75620511,7.6,1.06,10,High,8.9,Clear,0,0,1,0,23
01-09-2025 00:00,Koramangala,198,43,155,43.34211946,47.11653873,52.44317275,7.2,0.99,9.9,High,6.9,Clear,0,0,0,0,0
01-09-2025 01:00,Koramangala,164,43,121,51.4296128,46.1453906,56.44921759,9.6,0.82,8.2,High,5.8,Cloudy,0,0,0,0,1
01-09-2025 02:00,Koramangala,175,40,135,42.22740123,44.49686817,52.12975937,8,0.88,8.8,High,7.1,Clear,0,0,0,0,2
01-09-2025 03:00,Koramangala,183,54,129,36.88063641,41.39566685,57.96520354,8.2,0.92,9.2,High,8.1,Rainy,6.4,0,0,0,3
01-09-2025 04:00,Koramangala,170,20,150,44.33701931,46.28004284,45.48782602,3.6,0.85,8.5,High,6.8,Clear,0,0,0,0,4
01-09-2025 05:00,Koramangala,180,22,158,54.24907709,50.21405041,48.0564715,5.4,0.9,9,High,5.5,Clear,0,0,0,0,5
01-09-2025 06:00,Koramangala,200,24,176,36.27582957,48.36791451,50.43727336,9.1,1,10,High,8.3,Clear,0,0,0,0,6
01-09-2025 07:00,Koramangala,233,62,171,41.01570553,34.09980878,39.61514763,2.1,1.17,10,High,7.3,Clear,0,0,0,0,7
01-09-2025 08:00,Koramangala,221,59,162,40.96468424,33.2343685,47.36903951,5.4,1.1,10,High,7.3,Rainy,18.4,0,0,0,8
01-09-2025 09:00,Koramangala,212,39,173,35.27355606,42.51672721,45.92897393,3.8,1.06,10,High,8.5,Rainy,16.2,0,0,0,9
01-09-2025 10:00,Koramangala,214,50,164,50.64134921,41.48350236,44.75242544,8.9,1.07,10,High,5.9,Clear,0,0,0,0,10
01-09-2025 11:00,Koramangala,169,37,132,46.52375173,45.993196,53.32588063,4.1,0.84,8.4,High,6.4,Rainy,4.7,0,0,0,11
01-09-2025 12:00,Koramangala,187,26,161,44.01041246,53.55578331,49.11183779,6.6,0.94,9.4,High,6.8,Cloudy,0,0,0,0,12
01-09-2025 13:00,Koramangala,154,29,125,51.40583661,48.12455926,48.22641966,8.5,0.77,7.7,High,5.8,Clear,0,0,0,0,13
01-09-2025 14:00,Koramangala,140,37,103,45.81954314,46.56875956,46.87959736,4.1,0.7,7,Medium,6.5,Clear,0,0,0,0,14
01-09-2025 15:00,Koramangala,157,17,140,48.77413054,56.86946504,54.0928127,8.3,0.79,7.9,High,6.2,Cloudy,0,0,0,0,15
01-09-2025 16:00,Koramangala,136,19,117,38.60056642,42.16735378,57.47745753,8.1,0.68,6.8,Medium,7.8,Clear,0,0,0,0,16
01-09-2025 17:00,Koramangala,245,49,196,42.37668546,52.88904105,41.61502688,2.3,1.23,10,High,7.1,Clear,0,0,0,0,17
01-09-2025 18:00,Koramangala,231,60,171,43.23341207,47.18311543,37.61638514,8.1,1.16,10,High,6.9,Clear,0,0,0,0,18
01-09-2025 19:00,Koramangala,237,43,194,33.55883473,37.10353602,45.90275235,8.3,1.19,10,High,8.9,Rainy,2.2,0,0,0,19
01-09-2025 20:00,Koramangala,147,25,122,51.24519492,47.99943761,51.27976263,7.3,0.73,7.3,Medium,5.9,Clear,0,0,0,0,20
01-09-2025 21:00,Koramangala,137,17,120,49.37606654,37.99500012,47.74907571,2.1,0.69,6.9,Medium,6.1,Clear,0,0,0,0,21
01-09-2025 22:00,Koramangala,165,44,121,39.5364599,42.32839877,52.59477853,7.7,0.82,8.2,High,7.6,Rainy,12.4,0,0,0,22
01-09-2025 23:00,Koramangala,138,32,106,40.25058748,47.661948,55.89605357,3.1,0.69,6.9,Medium,7.5,Clear,0,0,0,0,23
02-09-2025 00:00,Koramangala,152,37,115,41.68853964,37.98586679,52.17415442,9.8,0.76,7.6,High,7.2,Cloudy,0,0,1,0,0
02-09-2025 01:00,Koramangala,182,20,162,29.61647085,47.07124477,47.11480796,7.7,0.91,9.1,High,10.1,Clear,0,0,1,0,1
02-09-2025 02:00,Koramangala,158,26,132,49.90919041,53.35726828,42.26028022,9.1,0.79,7.9,High,6,Clear,0,0,1,0,2
02-09-2025 03:00,Koramangala,137,18,119,34.51390844,51.32470672,56.362644,7.2,0.69,6.9,Medium,8.7,Clear,0,0,1,0,3
02-09-2025 04:00,Koramangala,189,46,143,37.41973005,49.97267204,58.77946641,2.8,0.94,9.4,High,8,Rainy,2.2,0,1,0,4
02-09-2025 05:00,Koramangala,159,40,119,39.82880638,43.40414725,49.94750565,8.2,0.8,8,High,7.5,Cloudy,0,0,1,0,5
02-09-2025 06:00,Koramangala,155,27,128,43.5079533,53.52625703,55.63715005,7.8,0.78,7.8,High,6.9,Clear,0,0,1,0,6
02-09-2025 07:00,Koramangala,216,41,175,30.49982171,48.35130822,48.98809935,5.4,1.08,10,High,9.8,Clear,0,1,1,0,7
02-09-2025 08:00,Koramangala,241,34,207,34.89187927,50.17021727,48.2146564,2.7,1.21,10,High,8.6,Rainy,2.9,0,1,0,8
02-09-2025 09:00,Koramangala,229,37,192,41.9744422,46.82310831,55.50017522,5.2,1.15,10,High,7.1,Clear,0,0,1,0,9
02-09-2025 10:00,Koramangala,236,50,186,37.56399086,39.60849561,46.22732037,8.3,1.18,10,High,8,Clear,0,0,1,0,10
02-09-2025 11:00,Koramangala,168,17,151,53.03699443,41.12353504,57.64881212,4.8,0.84,10,High,5.7,Rainy,0.3,1,1,0,11
02-09-2025 12:00,Koramangala,195,49,146,44.74083203,46.86244168,46.03186937,5.7,0.97,9.7,High,6.7,Clear,0,0,1,0,12
02-09-2025 13:00,Koramangala,178,44,134,33.7658547,51.52454836,59.68337027,8.9,0.89,8.9,High,8.9,Rainy,13.3,0,1,0,13
02-09-2025 14:00,Koramangala,139,15,124,44.77668322,51.3820467,47.42674871,3.2,0.69,6.9,Medium,6.7,Cloudy,0,0,1,0,14
02-09-2025 15:00,Koramangala,162,25,137,41.56335195,45.91062112,39.66276259,4.1,0.81,8.1,High,7.2,Clear,0,0,1,0,15
02-09-2025 16:00,Koramangala,198,55,143,38.31520214,39.38593756,49.55735972,6.7,0.99,9.9,High,7.8,Clear,0,0,1,0,16
02-09-2025 17:00,Koramangala,224,65,159,46.56679404,51.36499834,44.60907277,2.6,1.12,10,High,6.4,Clear,0,0,1,0,17
02-09-2025 18:00,Koramangala,210,22,188,35.91776702,44.80141328,46.03947128,2.2,1.05,10,High,8.4,Cloudy,0,0,1,0,18
02-09-2025 19:00,Koramangala,252,37,215,35.86476601,47.28277826,47.37682982,8.9,1.26,10,High,8.4,Cloudy,0,0,1,0,19
02-09-2025 20:00,Koramangala,187,50,137,38.32422572,43.91429586,45.92860768,9.7,0.94,9.4,High,7.8,Clear,0,0,1,0,20
02-09-2025 21:00,Koramangala,155,40,115,46.44695286,47.66636872,56.38772604,6.4,0.78,7.8,High,6.5,Clear,0,0,1,0,21
02-09-2025 22:00,Koramangala,199,26,173,38.29236276,53.10821949,44.71762913,7.5,0.99,9.9,High,7.8,Rainy,7.4,0,1,0,22
02-09-2025 23:00,Koramangala,149,23,126,51.44856634,50.09429358,53.96355698,3.5,0.74,7.4,Medium,5.8,Clear,0,0,1,0,23
03-09-2025 00:00,Koramangala,175,25,150,46.70926312,50.07771747,45.53095141,2.3,0.88,8.8,High,6.4,Clear,0,0,2,0,0
03-09-2025 01:00,Koramangala,136,39,97,48.4151705,45.844818,55.66415344,7.4,0.68,6.8,Medium,6.2,Clear,0,0,2,0,1
03-09-2025 02:00,Koramangala,197,53,144,32.93830725,47.13430341,56.53901886,3,0.98,9.8,High,9.1,Clear,0,0,2,0,2
03-09-2025 03:00,Koramangala,172,42,130,34.52403419,51.03601486,54.60127507,8.6,0.86,8.6,High,8.7,Clear,0,0,2,0,3
03-09-2025 04:00,Koramangala,191,36,155,41.19317843,46.7814421,49.3933538,8.2,0.95,9.5,High,7.3,Rainy,12.3,0,2,0,4
03-09-2025 05:00,Koramangala,192,20,172,35.59369116,47.7329712,37.29491213,10,0.96,9.6,High,8.4,Clear,0,0,2,0,5
03-09-2025 06:00,Koramangala,182,37,145,47.60414,49.65998791,45.89609938,7.2,0.91,9.1,High,6.3,Clear,0,0,2,0,6
03-09-2025 07:00,Koramangala,232,51,181,37.47421001,44.24917903,48.23393846,9.9,1.16,10,High,8,Clear,0,0,2,0,7
03-09-2025 08:00,Koramangala,211,27,184,41.77538729,46.43881796,41.26918539,5,1.05,10,High,7.2,Cloudy,0,0,2,0,8
03-09-2025 09:00,Koramangala,217,61,156,27.51082253,48.17356525,43.92921145,6,1.08,10,High,10.9,Rainy,1,0,2,0,9
03-09-2025 10:00,Koramangala,210,58,152,41.02614522,48.02343286,55.07307732,5.3,1.05,10,High,7.3,Rainy,18.4,0,2,0,10
03-09-2025 11:00,Koramangala,165,19,146,41.94521188,47.13755102,51.45743824,3.2,0.82,8.2,High,7.2,Clear,0,0,2,0,11
03-09-2025 12:00,Koramangala,191,43,148,35.78953692,45.66496629,40.85301281,6.8,0.95,9.5,High,8.4,Clear,0,0,2,0,12
03-09-2025 13:00,Koramangala,150,25,125,44.81374238,46.51745704,51.22137257,3.4,0.75,7.5,High,6.7,Clear,0,0,2,0,13
03-09-2025 14:00,Koramangala,200,54,146,44.33187579,49.65889623,43.30054042,4.9,1,10,High,6.8,Rainy,14.9,0,2,0,14
03-09-2025 15:00,Koramangala,135,22,113,46.17616838,33.93332781,51.15184778,5.9,0.68,6.8,Medium,6.5,Clear,0,0,2,0,15
03-09-2025 16:00,Koramangala,136,20,116,52.13224546,48.43993038,48.67764153,4.8,0.68,8.8,Medium,5.8,Cloudy,0,1,2,0,16
